user_session,view_count,cart_count,is_purchased,unique_products,avg_price,session_duration
00776969-e27a-4252-a03a-bd4d36c69213,1,0,0,1,150.97,0.0
00781491-6d86-48fb-b03b-ac62202d62a2,2,2,1,1,732.07,152.0
0078dded-4399-4222-8f97-11215411fbe7,2,0,0,1,191.51,31.0
007a9f1a-d863-4a4d-8c22-7ab695913112,1,0,0,1,362.29,0.0
007af70a-729d-4a53-81a9-09c39fc62f08,1,0,0,1,10.35,0.0
007b861c-eae5-439b-a37f-f05a010608ed,3,0,0,2,285.5933333333333,317.0
007da847-6f4d-48c5-990f-8338c34650ae,5,0,0,4,228.19,131.0
007f902d-c1de-4d1d-a507-28bdea997b3c,2,0,0,1,303.71,42.0
007f92ae-f7a5-4c11-912c-2f32d9bb6fad,6,0,0,3,5.923333333333333,113.0
00812ee7-1f68-425b-a8a9-27979d9e0a43,13,0,0,8,439.3369230769231,494.0
008260f1-493d-4c44-949a-660795cb09c0,8,0,0,5,456.45874999999995,310.0
00856d49-e924-4438-a407-10ad2c657514,1,0,0,1,30.86,0.0
0086047f-2a48-41f7-bd1c-364376b51e70,12,0,0,10,40.76916666666667,504.0
00881832-7b67-4ae5-ab41-2e5d91d88213,5,0,0,2,674.708,317.0
0088b977-f53b-465f-967d-93c2f2970c10,3,0,0,3,256.5833333333333,148.0
008a29e5-25aa-4274-8246-eedc03e12e0b,2,0,0,1,722.4,46.0
008ba342-9a66-45e8-b317-900ea80dbf8e,6,0,0,5,264.72499999999997,132.0
008ea5ca-3ca4-4e51-afd9-4730e8ae3f13,10,0,0,5,155.072,570.0
00908911-c44c-4ca3-89bc-ccfb630fccfd,1,0,0,1,949.47,0.0
00910708-10b0-4961-a3fa-552bf41036b9,1,0,0,1,201.68,0.0
00919853-4cda-4c93-b500-beb720d704e3,4,0,0,3,35.6525,159.0
0091c2ae-1424-4753-8e3f-c35ab9f4e467,4,0,0,2,25.740000000000002,233.0
0093303a-6a28-4f9f-88af-c7f06f0558d5,1,0,0,1,272.22,0.0
00948253-2df1-4e90-9df3-b21f33fda421,2,0,1,1,104.25,138.0
0095b9fd-2e36-40d8-83ab-901fd44e22c3,6,0,0,5,1169.7916666666667,382.0
0097687c-ec32-4093-9a5d-9835e541106c,6,0,0,4,90.995,152.0
009858a6-f4e8-4d19-b22b-5502776a9404,1,0,0,1,136.17,0.0
0099d475-0738-4fa7-befa-540ced85c256,1,0,0,1,1189.19,0.0
0099f44e-9d2d-4fa7-9edd-3ab22f604e13,1,0,0,1,180.13,0.0
009a76be-89c7-45ce-a25a-8aa5110a99f5,1,0,0,1,215.96,0.0
009d0722-89f3-4776-a4b7-bc0b75764131,1,0,0,1,97.81,0.0
009ded1d-200c-4e3f-a300-9ebb41310d99,1,0,0,1,43.73,0.0
009ef3ae-b939-423a-9ff7-612102938b1f,1,0,0,1,22.19,0.0
009f4815-43ad-472f-a0b0-e5e0969e130f,11,0,0,6,1171.0127272727273,319.0
009f9b3b-17be-4897-a56b-c938ae5e98b2,10,0,0,6,302.255,671.0
009fd70c-09f5-4014-b6af-479262305907,5,0,0,5,207.82799999999997,145.0
00a0fdb1-4f07-4eba-83b1-66b1ce922f6b,2,0,0,1,203.09,15.0
00a330dd-551d-4849-ba24-880a7fb21809,3,0,1,2,1638.12,306.0
00a3da3c-230c-4593-9249-982ab821f944,11,0,0,7,576.9909090909091,371.0
00a5d5ca-2968-4015-98d5-cec4b97c1864,5,0,0,3,164.01999999999998,223.0
00a64ca4-55ef-4842-a0ca-56d7cc95a8a1,1,0,1,1,7.75,50.0
00a65a47-c570-48a4-ac00-67963ce74f38,4,0,0,4,965.6625,226.0
00a8314b-e294-4bea-b8a4-9572e01967ec,1,0,0,1,10.35,0.0
00a88a14-4d15-40d2-a012-3615a9d7b890,1,0,0,1,77.22,0.0
00a8ca50-d92b-40aa-bb90-9af930cba744,1,0,0,1,46.33,0.0
00a90eb8-ec21-4602-bcd4-ded439c275c4,4,0,0,3,49.35,127.0
00a95999-31bf-4c8c-9ab3-d31022c16d91,14,0,1,9,292.228,4340.0
00a99a4d-ffed-4495-9cce-d52a8ef214c3,2,0,0,1,385.05,181.0
00aab462-4e65-4157-a795-558fd4f49aaa,2,0,0,1,9.41,26.0
00ad007d-ae98-406c-a87d-c25be644cc9c,4,3,1,2,218.845,237.0
00ad1b1a-753e-4a65-8371-21a3d8606292,6,0,0,5,121.165,88.0
00ad4da8-c22d-4769-ba30-09b25edab524,1,0,0,1,514.79,0.0
00aeb288-db83-4579-851c-90e0116f8b92,2,0,0,2,364.345,18.0
00aefa65-1950-4983-84bb-f09325021547,1,0,0,1,203.09,0.0
00af286d-9397-4b04-aeba-5f1775e8d1e2,1,0,0,1,211.72,0.0
00b2bf7b-b911-4e19-904c-046ac07e74d7,3,0,0,3,513.7733333333333,79.0
00b3f5a2-6f2f-4b92-87c4-e29055dcf211,2,0,0,2,97.26,443.0
00b5203c-fdd6-43c2-aa78-d74def0f960c,2,0,0,1,1042.1,12.0
00b5c4da-5866-4acd-9036-acf2b1632761,1,0,0,1,1000.77,0.0
00b63f04-9464-4b82-9768-6bcc082bca04,1,0,0,1,212.1,0.0
00b73434-86f6-4454-8104-fb0ee4b5c8c3,3,0,0,1,117.87,31.0
00b94ac6-9bd3-474b-a749-ed1b03061eb8,1,0,0,1,7.18,0.0
00b9f833-4ae4-4714-a7ab-0d60c8c4ccd4,10,0,0,9,94.185,520.0
00bb5c65-3071-49c1-897b-929cccc4feff,7,0,0,4,618.1114285714285,352.0
00be144f-dac4-4f3a-a787-bd14099e1d24,1,0,0,1,746.22,0.0
00be7915-c0b3-4361-afb3-e7db5e55a961,2,0,0,2,539.84,44.0
00bf1e84-a29d-4656-ae4c-e2174a41c3ea,2,0,0,1,102.71,20.0
00c11b9e-352f-49c0-81d6-179222e889c0,2,1,0,2,157.62666666666667,131.0
00c49b2f-ba45-46c5-828a-272954793e8c,3,4,0,3,845.2242857142857,122.0
00c511c2-84b2-434f-b5f0-c02f1177df44,33,0,0,25,586.7581818181818,1406.0
00c59daf-82e8-4f86-871b-d0e994cc1130,2,0,0,2,1062.155,91.0
00c659ee-ad40-4936-a738-ff411a741f4b,6,0,1,4,142.89875,2680.0
00c6904d-1842-42f5-9741-095f71a77344,3,0,0,3,12.443333333333333,163.0
00c9b7ae-c12c-415d-8c32-ab2d37ba0107,1,0,0,1,242.63,0.0
00c9e850-fe3c-4ab0-bd29-fff21d2128fa,3,0,0,1,108.08999999999999,81.0
00cab8a4-3f66-45b7-b3d5-feecc39d526c,8,0,0,5,230.75125,321.0
00cb7824-1f44-449a-a70c-9fd77f0a8a21,1,0,0,1,160.57,0.0
00cc1ad1-f00f-46be-8d3a-e696cc347c5d,1,0,0,1,874.93,0.0
00cf7c06-f257-4af9-b49d-ba7068449ea8,3,0,1,1,36.01,119.0
00cfb19d-4ebc-4ead-ba7a-5165d8bf59ed,1,0,0,1,7.7,0.0
00cff9e5-0bfa-407a-b925-704794df7fae,1,0,0,1,344.9,0.0
00d061cb-fa43-488a-84a3-5fee5ed34edb,4,0,0,4,92.205,86.0
00d1f58d-4c21-4aae-89f5-5c03412d2308,3,0,0,3,771.9366666666666,121.0
00d24c7e-2f6b-4198-b12f-bdde5ae33eb7,1,0,0,1,242.63,0.0
00d2e50b-85ec-4453-8c64-6427fa3c1b46,4,0,0,2,103.875,84.0
00d50aec-ece0-44f4-bd55-70d81a664793,18,0,0,10,140.87944444444443,1228.0
00d5135d-6834-44d5-8a76-dbde8a91df43,2,0,0,2,306.21999999999997,125.0
00d58106-5661-4bc7-bb13-9246a1e01c5b,5,0,0,3,200.81199999999998,1078.0
00d5b78a-75ff-46c1-8f35-bde978928a54,2,0,0,1,198.18,22.0
00d79ec4-b9ac-4226-a28a-d61c47476a78,2,0,0,2,239.245,88.0
00d81e5b-db93-4cf8-ac1a-28e4a6cadb80,1,0,0,1,195.06,0.0
00da525a-ac8c-4faf-a616-842d89bdf3ed,5,0,0,5,293.67600000000004,216.0
00dae094-c4a3-43d3-8088-b2312b75de29,2,0,1,1,160.57,48.0
00db7a63-53be-44db-a563-9f37e1bf2efc,4,0,0,2,21.705,251.0
00ddf076-e7f1-45c5-99d2-e456bcd26e07,1,0,0,1,190.46,0.0
00de48a0-4eb5-4a28-8c82-2671927eec17,9,0,0,2,56.908888888888896,195.0
00dea568-72e9-4d4b-9cd4-1a1f64d10c6b,3,0,0,2,117.86666666666667,23.0
00e1124c-0643-444f-a7f8-c5108e6e979c,1,0,0,1,1583.48,0.0
00e21bed-aaa6-4b3b-802d-e5bc6858660b,4,0,0,4,87.17,125.0
00e41c3f-42eb-48d5-92a5-1856f425ccb1,1,0,1,1,97.79,38.0
00e448df-6d10-4fa9-9de0-d032cb967650,1,0,0,1,1068.14,0.0
00e7aff4-9bb2-4a9a-9338-5d63f559fe9e,1,0,0,1,170.4,0.0
00eafad6-72ec-4f5a-8422-fe462bc6cb71,1,0,0,1,251.95,0.0
00ecde77-576e-47b0-a4f7-12fbd0e856cd,7,0,0,6,33.21571428571429,1895.0
00f02f96-921c-4bec-973e-14de642ff2fa,2,0,0,1,43.73,17.0
00f0c5b9-2905-4068-8783-f8f88903ccde,6,0,0,4,201.02166666666665,383.0
00f1da57-cf8b-4d7c-8bd3-8be4841a72e8,1,0,0,1,124.07,0.0
00f20afe-7aac-4e22-81d4-3fb6d7a8c802,9,0,0,5,365.0433333333333,645.0
00f2a261-2e74-461c-8afd-7f054a7dfafe,1,0,0,1,617.75,0.0
00f67005-5514-42cd-a354-041c49c6cbb1,2,0,0,2,37.335,46.0
00fa1e12-1958-4779-8b19-ba0c7de8eb26,1,0,0,1,66.87,0.0
00faf52a-5f15-4446-a641-ad2486e2e059,5,0,0,3,521.226,141.0
00fc0169-6202-43ca-8471-a76369e64f6f,2,0,0,2,159.095,50.0
00fd6219-490b-4a1c-9ee0-cf5914317269,3,0,0,2,47.876666666666665,18.0
00fe4706-5966-4465-9556-b209f3e5e45b,2,0,0,2,950.375,34.0
01071258-06f5-455f-a245-3d8e39aab2f5,1,0,0,1,147.44,0.0
01086461-bfb5-4461-bf93-aadaa261f6fc,9,0,0,3,135.48555555555555,604.0
0108bb0d-08cc-48c9-8f07-1aa1b7c7bed5,1,0,0,1,89.24,0.0
0108f55e-50a2-443b-8be9-ec2af123414c,4,0,0,3,480.1725,95.0
010a79ac-08cd-40a9-93ea-2942c70591d5,1,0,0,1,577.89,0.0
010bc15b-8b4b-4a80-8c7d-37fea6b4c4be,4,0,0,2,321.74749999999995,74.0
010bcadb-aa3a-452d-8ade-2664014a19f4,5,0,0,2,254.058,280.0
010bd75b-7a7b-4b9a-bd3e-23ed72d8876e,2,0,0,2,212.17000000000002,103.0
010bf580-2b9e-43d4-b52d-f21a8c35a752,12,0,1,4,86.11076923076924,9042.0
010c6c57-d2af-4772-964e-137a3e65042c,1,0,0,1,242.63,0.0
01104cce-2a17-4401-939f-7bd31ef2dd85,1,0,0,1,25.71,0.0
0110890b-96d6-4ae1-9c9b-4728a1dcfeba,1,0,0,1,69.5,0.0
01112f61-c6f4-44a2-a6d9-e7f95e690529,14,0,0,11,449.25357142857143,924.0
011231fd-8b12-48dd-8ae2-f9c715c5a0b1,1,0,0,1,63.01,0.0
011337e5-6f2d-4184-9529-c967e7e75fe0,8,0,0,3,104.025,220.0
01134518-0023-4e27-b2c2-053145913aa0,1,0,0,1,62.81,0.0
01160537-f558-42bd-a836-2263bf978bb0,1,0,0,1,254.06,0.0
01171c48-1e79-4688-b6f8-a319710e7009,2,0,0,2,407.73,116.0
011893c2-162a-454c-baa3-643c4b014a15,1,0,0,1,1348.61,0.0
011d1259-2f38-4f90-abff-4bf0528aa6d9,2,0,0,2,181.86,85.0
011fdcc0-6cb5-46ff-a97e-41f50752fec9,1,0,0,1,139.64,0.0
0121339b-5184-422f-9f37-47aa71a7f6da,3,0,0,1,772.19,26.0
012197a3-b9ca-4e3c-bc26-3eef3584c101,1,0,0,1,874.93,0.0
0122b74f-9114-471e-981c-e194c20f0256,1,0,0,1,242.63,0.0
0124648e-9e2b-4a6e-819c-7c8758c8c723,1,0,0,1,60.23,0.0
0124cad5-1d55-4791-8fa7-5d0cd918f8a3,3,0,0,3,145.54666666666665,106.0
012ba964-95af-4b0d-8dae-5fea379347f4,3,0,0,3,630.62,38.0
012c7665-59d0-4082-82f7-26d2ee4de612,8,0,0,4,219.1925,1397.0
012e33bd-24cf-453b-861e-3379a85568c4,2,0,0,1,358.31,8.0
012e599d-a2c1-48a2-aa45-3314b824399a,4,0,0,2,47.07,85.0
01349f3f-9bab-415c-bd93-8c6c39282bf1,23,0,0,13,101.87826086956521,1572.0
0135a6b3-38cf-4bee-b40a-d585007dd22f,3,0,0,3,50.196666666666665,98.0
01370156-0605-4cf1-b437-ecb4f887d488,1,0,0,1,991.4,0.0
0138d421-2a1f-4c8e-9631-67d778af11ef,10,0,0,4,133.074,296.0
0139c337-29a5-40dd-8dd3-79ad852c964b,10,0,0,7,142.613,337.0
013a7add-d763-4e6c-be6a-3ae39b3f8fc4,1,0,0,1,531.26,0.0
013b43b5-b1fe-4211-b1f4-a14657b4ae56,2,0,0,1,69.5,24.0
013e5453-92ef-41ba-8885-8d6bb4b07998,1,0,0,1,212.08,0.0
01407409-ca56-4351-a2ff-1836ea7592c5,5,0,1,3,974.5683333333333,263.0
0141eb8a-dc06-48f1-afbb-cfb1b4e14c4b,4,0,0,3,294.15250000000003,378.0
01421c06-8a53-46cd-9189-36d97505fb30,4,0,0,3,615.7025,239.0
0143ab2b-98e8-4038-b078-76ce34bf7234,3,0,0,3,49.44,173.0
0146ee50-6161-4617-971c-78a0833ce8f1,2,1,0,1,1591.08,36.0
0149bd59-ca79-41e0-8f55-63c3c996de0f,1,0,0,1,35.52,0.0
014a034b-1024-43c2-aeb5-8610b09b003a,3,0,0,2,220.75333333333333,81.0
014d8fd3-b35c-4eed-aebd-5144946f76c3,3,0,0,2,542.8533333333334,94.0
014e9b99-6edb-4455-9de1-38eab53cdef3,1,0,0,1,6.01,0.0
014fddd3-0b49-45fe-91f2-864c76bf44af,1,0,0,1,95.24,0.0
01504429-8ad7-4362-8df9-1252a4503756,5,0,0,5,87.674,176.0
0151aa1b-f2af-4a6f-8824-8901a83041d8,1,0,0,1,1348.61,0.0
0153ed32-c47d-435e-b81d-30add835e1b0,1,0,0,1,775.8,0.0
01554b50-b89c-4171-9fdf-5c21f74d75ca,1,0,0,1,128.42,0.0
01557497-cd68-4f9d-ae34-fe0004a1ab72,6,0,0,3,231.225,201.0
0155f82b-b8f6-42bc-bb19-f713cefae4c9,3,0,0,3,408.31666666666666,199.0
0157cb9b-de65-4223-aea5-56ca2a581431,1,0,0,1,732.07,0.0
0158b1db-0bcf-4ee0-aec0-722269ca9b2d,1,0,0,1,949.47,0.0
015a5ef1-7ef2-4091-b2ef-b8a3dcf704b9,1,0,0,1,107.45,0.0
015a82a6-20bf-4e20-a916-9f0a5b93f83f,2,0,0,2,231.42000000000002,52.0
015c5ed5-3e4b-450a-8f0d-ecfa24fdb331,3,0,0,1,946.73,13.0
0161c62d-019b-4a60-b09e-2ab33898053c,2,0,0,1,121.24,7.0
0161f047-5cb3-4625-a663-7a0b160f7a44,1,0,0,1,283.09,0.0
01626cf8-a53d-4050-96fb-1d3e791ddf9f,2,0,0,1,42.99,126.0
0163287b-007c-4af1-9aec-237c0f4fb208,1,0,0,1,137.97,0.0
01637823-3dd0-411f-9011-3947bba41bad,1,0,0,1,92.64,0.0
0166b464-3a81-41f4-b6e6-5821a2e1921b,1,0,0,1,776.08,0.0
0166c8ac-6079-4b7c-b454-b1b5c61a806b,1,0,0,1,28.8,0.0
0167dc82-d701-05ca-686d-5a7be9beb694,4,0,0,2,839.2149999999999,453.0
016b3f6f-77b7-449e-b233-b356465597f5,3,0,0,1,195.06000000000003,51.0
016df708-4d6b-4a70-8e0d-d74eb31f55a3,5,0,0,2,1454.4419999999998,89.0
016ee4fb-7fb1-4e1c-97ad-d484d9ea7f1f,1,0,0,1,5.77,0.0
017457f4-325f-483e-af71-bb9f9b9c5d29,4,0,0,2,748.1324999999999,370.0
01763cf6-9ce6-48d6-8560-ddf357ef997f,1,0,0,1,928.18,0.0
01778310-93d0-48f8-8d5b-baa9b07c02b0,2,0,0,1,266.0,180.0
0177d3e7-4617-409b-b0c1-419fe4ce4670,7,0,0,5,73.82428571428571,244.0
0178a669-22bc-4314-9897-f69359adc9df,1,0,0,1,525.11,0.0
017a1a49-cc9c-4de0-850c-5cf35f9ab81f,5,0,0,3,1688.534,523.0
017b4482-1864-4e1e-a539-87c4f7a11753,1,0,0,1,257.14,0.0
017b792a-89a4-4114-bf4b-f19c3460355b,15,0,0,7,851.7673333333333,266.0
017b7a93-1d8a-4477-b703-13da86a5b2b0,1,0,0,1,874.93,0.0
017e1891-ba17-42d9-bdbf-6cbb7cd535b1,4,0,0,1,432.81,133.0
017e8058-dc52-45ab-b9dc-9fe3d1b87c40,10,0,0,7,264.364,340.0
0185bcaa-77f9-4691-a06c-294b8c9208ca,1,0,0,1,563.7,0.0
01889723-5e3d-421c-bff0-29de5acd6e55,2,0,0,1,160.08,80.0
0189a081-1eaf-42df-bee3-bffece85a66b,1,0,0,1,44.25,0.0
0189a7a1-526b-498b-92b8-14e99ea7e658,2,0,0,2,92.64,98.0
018b983d-80c9-4402-afc9-2c9ea4da2c9b,11,0,0,10,172.95545454545456,502.0
018d1d05-fc08-417e-8510-a6c1b6b134d8,1,0,0,1,952.38,0.0
018e1bd9-0494-4f07-9529-ca34ed27b352,1,0,0,1,458.28,0.0
0190a405-6f19-4371-9901-cafe36cf33e7,1,0,0,1,290.82,0.0
0191b3b8-306a-3b23-4623-770ac1e1be17,3,0,0,3,134.91,88.0
019530aa-e094-4d43-b212-d24cd2fe08d7,1,0,0,1,257.87,0.0
0196c64d-c7c3-4064-ba38-24ea4535d8c5,7,0,0,2,69.15857142857143,175.0
0196edab-1570-4c69-aba6-ec9203c0ce1f,1,0,0,1,1348.61,0.0
0197ea4b-17d9-4354-8691-9b122e081524,1,0,0,1,108.86,0.0
01988ab6-3eec-4639-98a1-3da6968959e7,2,0,0,2,247.97,10.0
0198a660-15a2-4046-b90c-7d9e04afbd97,7,0,0,4,104.37,134.0
019b2783-fe3a-4772-8ca0-0fae4fc66e74,2,0,1,1,64.61,174.0
019d6e6c-6ace-42e2-b929-32e9dc8abb7f,1,0,0,1,94.73,0.0
019e23fd-bd31-486f-9950-a8a65b3b461b,3,0,0,2,152.64,62.0
019e3ec1-eecc-4f7e-82d8-be867c7f908f,1,0,0,1,188.16,0.0
019ea4d2-8c3c-4415-bf7a-78a1c9948804,2,0,1,2,110.77333333333333,133.0
01a015d2-d96a-4d01-bf6e-2139268020e3,1,0,0,1,111.97,0.0
01a07c94-135a-4c94-8a22-d9f90ade30cb,4,0,0,3,1002.2724999999999,132.0
01a2df88-0f7c-49d8-9d76-54f4e91ca7ee,24,0,0,18,765.4570833333333,3303.0
01a31688-2feb-4e4a-ae41-fb0755e84c92,1,0,0,1,109.4,0.0
01a3a76b-1a7e-4df5-8e16-29bb9855123c,2,0,0,1,42.47,9.0
01a44fa9-760d-4a32-adf2-afa65f6dc827,2,0,0,1,321.73,146.0
01a483c5-7f1b-451b-8ec3-04061c3d2a8d,1,0,0,1,203.09,0.0
01a658fa-062a-4730-97f1-b9c5899b2910,6,0,0,6,145.1,228.0
01a85583-4456-4d0b-8288-b502315f8fca,1,0,0,1,488.74,0.0
01a9c281-bfed-41d8-ac1a-01cf41637017,1,0,0,1,128.39,0.0
01aa68ab-97b4-4f6b-911d-7945bf524782,23,0,0,17,230.75608695652176,1879.0
01b0672e-d38e-4953-a9ba-f3d59dc69bd0,1,0,0,1,1348.61,0.0
01b198c5-d39d-4b3e-be13-557a1eba3f1c,4,1,1,4,578.635,179.0
